libxau 1.0.9-3
libxaw 1.0.14-1
libxcb 1.14-1
libxcomposite 0.4.5-3
libxcrypt 4.4.27-1
libxcursor 1.2.0-2
libxcvt 0.1.1-1
libxdamage 1.1.5-3
libxdg-basedir 1.2.3-1
libxdmcp 1.1.3-3
libxext 1.3.4-3
libxfce4ui 4.16.1-1
libxfce4util 4.16.0-1
libxfixes 6.0.0-1
libxfont2 2.0.5-1
libxft 2.3.4-1
libxi 1.8-1
libxinerama 1.1.4-3
libxkbcommon 1.3.1-1
libxkbcommon-x11 1.3.1-1
libxkbfile 1.1.0-2
libxklavier 5.4-3
libxml2 2.9.12-6
libxmlb 0.3.6-1
libxmu 1.1.3-2
libxnvctrl 495.46-2
libxpm 3.5.13-2
libxrandr 1.5.2-3
libxrender 0.9.10-4
libxres 1.2.1-1
libxshmfence 1.3-2
libxslt 1.1.34-6
libxss 1.2.3-3
libxt 1.2.1-1
libxtst 1.2.3-4
libxv 1.0.11-4
libxxf86vm 1.1.4-4
libyaml 0.2.5-1
libyuv r2266+eb6e7bb6-1
libzip 1.8.0-1
licenses 20200427-1
light 1.2.2-2
lilv 0.24.12-4
linux 5.15.13.arch1-1
linux-api-headers 5.12.3-1
linux-firmware 20211027.1d00989-1
llvm-libs 13.0.0-6
lm_sensors 1:3.6.0.r41.g31d1f125-1
lmdb 0.9.29-1
lokalize 21.12.1-1
lskat 21.12.1-1
lsof 4.94.0-1
lua 5.4.3-1
lua52 5.2.4-5
lua53 5.3.6-1
luajit 2.0.5-3
lv2 1.18.2-1
lvm2 2.03.14-2
lz4 1:1.9.3-2
lzo 2.10-3
m4 1.4.19-1
maeparser 1.2.4-5
mailcap 2.1.53-1
mailcommon 21.12.1-1
mailimporter 21.12.1-1
make 4.3-3
man-db 2.9.4-2
marble 21.12.1-1
marble-common 21.12.1-1
mariadb 10.6.5-2
mariadb-clients 10.6.5-2
mariadb-libs 10.6.5-2
markdownpart 21.12.1-1
mbedtls 2.28.0-1
mbox-importer 21.12.1-1
md4c 0.4.8-1
mdadm 4.1-2
media-player-info 24-2
mesa 21.3.3-2
meson 0.60.3-1
messagelib 21.12.1-1
milou 5.23.5-1
minecraft-launcher 928-1
minizip 1:1.2.11-5
minuet 21.12.1-1
mjpegtools 2.2.1-1
mkinitcpio 31-2
mkinitcpio-busybox 1.34.1-1
mlt 7.4.0-2
mobile-broadband-provider-info 20210805-1
modemmanager 1.18.4-1
modemmanager-qt 5.89.0-1
molequeue 0.9.0-2
mpc 0.34-1
mpd 0.23.5-1
mpfr 4.1.0.p13-1
mpg123 1.29.3-1
mpv 1:0.34.1-1
msgpack-c 4.0.0-1
mtdev 1.1.6-1
mujs 1.2.0-1
ncurses 6.3-1
ndctl 72-1
neofetch 7.1.0-2
neon 0.32.1-1
neovim 0.6.1-1
nerd-fonts-complete 2.1.0-8
nerd-fonts-hack 2.1.0-4
nerd-fonts-sf-mono 2.1.0-7
net-snmp 5.9.1-3
net-tools 2.10-1
nettle 3.7.3-1
network-manager-applet 1.24.0-1
networkmanager 1.32.12-2
networkmanager-qt 5.89.0-1
ngspice 35-1
ninja 1.10.2-1
nm-connection-editor 1.24.0-1
nmap 7.92-1
nnn 4.4-1
node-gyp 8.4.1-1
nodejs 17.3.0-1
nodejs-nopt 5.0.0-2
noto-fonts 20201226-2
noto-fonts-emoji 20211101-1
npm 8.3.0-1
npth 1.6-3
nspr 4.33-1
nss 3.74-1
numactl 2.0.14-1
nvm 0.39.1-1
oath-toolkit 2.6.7-1
obs-studio 27.1.3-3
okular 21.12.1-1
oniguruma 6.9.7.1-1
openal 1.21.1-2
openbabel 3.1.1-3
opencascade 7.5.3-4
opencore-amr 0.1.5-5
openexr 3.1.3-1
openjpeg2 2.4.0-1
openmpi 4.1.2-1
openocd 1:0.11.0-1
openssh 8.8p1-1
openssl 1.1.1.m-1
opus 1.3.1-2
orc 0.4.32-1
oxygen 5.23.5-1
p11-kit 0.24.0-2
p7zip 1:17.04-3
pacman 6.0.1-2
pacman-mirrorlist 20211212-1
palapeli 21.12.1-1
pam 1.5.2-1
pambase 20211210-1
pandoc 2.14.1-87
pango 1:1.50.3-1
papirus-icon-theme 20220101-1
parley 21.12.1-1
parted 3.4-2
partitionmanager 21.12.1-1
paru 1.9.2-1
patch 2.7.6-8
pciutils 3.7.0-1
pcre 8.45-1
pcre2 10.39-1
peek 1.5.1-3
perl 5.34.0-3
perl-alien-build 2.46-1
perl-alien-libxml2 0.17-2
perl-autovivification 0.18-7
perl-b-hooks-endofscope 0.24-4
perl-business-isbn 3.004-8
perl-business-isbn-data 20140910.003-8
perl-business-ismn 1.201-5
perl-business-issn 1.003-5
perl-capture-tiny 0.48-5
perl-class-accessor 0.51-2
perl-class-data-inheritable 0.09-1
perl-class-factory-util 1.7-10
perl-class-inspector 1.36-4
perl-class-load 0.25-2
perl-class-singleton 1.5-4
perl-clone 0.45-3
perl-data-compare 1.25-9
perl-data-dump 1.25-1
perl-data-optlist 0.112-1
perl-data-uniqid 0.12-9
perl-datetime 1.54-2
perl-datetime-calendar-julian 0.04-7
perl-datetime-format-builder 0.8100-8
perl-datetime-format-strptime 1.75-5
perl-datetime-locale 1.32-1
perl-datetime-timezone 2.47-1
perl-devel-stacktrace 2.04-1
perl-dist-checkconflicts 0.11-7
perl-encode-locale 1.05-8
perl-error 0.17029-3
perl-eval-closure 0.14-7
perl-exception-class 1.45-1
perl-exporter-tiny 1.002002-3
perl-ffi-checklib 0.28-2
perl-file-chdir 0.1011-4
perl-file-find-rule 0.34-8
perl-file-listing 6.14-2
perl-file-sharedir 1.118-1
perl-file-sharedir-install 0.13-5
perl-file-slurp-tiny 0.004-7
perl-file-slurper 0.012-5
perl-file-which 1.24-2
perl-html-parser 3.76-2
perl-html-tagset 3.20-11
perl-http-cookies 6.10-2
perl-http-daemon 6.12-1
perl-http-date 6.05-4
perl-http-message 6.34-1
perl-http-negotiate 6.01-9
perl-inc-latest 0.500-8
perl-io-html 1.004-2
perl-io-socket-ssl 2.072-1
perl-io-string 1.08-12
perl-ipc-run3 0.048-9
perl-libwww 6.58-1
perl-lingua-translit 0.28-6
perl-list-allutils 0.16-3
perl-list-moreutils 0.430-2
perl-list-moreutils-xs 0.430-2
perl-list-someutils 0.56-5
perl-list-utilsby 0.11-5
perl-log-log4perl 1.54-2
perl-lwp-mediatypes 6.04-1
perl-lwp-protocol-https 6.10-2
perl-mailtools 2.21-5
perl-math-round 0.07-4
perl-mime-charset 1.012.2-8
perl-module-build 0.4231-5
perl-module-implementation 0.09-7
perl-module-runtime 0.016-2
perl-mozilla-ca 20200520-4
perl-mro-compat 0.13-6
perl-namespace-autoclean 0.29-3
perl-namespace-clean 0.27-7
perl-net-http 6.21-2
perl-net-ssleay 1.90-2
perl-number-compare 0.03-11
perl-package-deprecationmanager 0.17-7
perl-package-stash 0.39-2
perl-package-stash-xs 0.29-5
perl-params-util 1.102-2
perl-params-validate 1.30-1
perl-params-validationcompiler 0.30-4
perl-parse-recdescent 1.967015-2
perl-parse-yapp 1.21-4
perl-path-tiny 0.120-1
perl-perlio-utf8-strict 0.008-1
perl-regexp-common 2017060201-4
perl-role-tiny 2.002004-1
perl-sort-key 1.33-10
perl-specio 0.47-1
perl-sub-exporter 0.988-1
perl-sub-exporter-progressive 0.001013-7
perl-sub-identify 0.14-9
perl-sub-install 0.928-7
perl-sub-name 0.26-3
perl-test-fatal 0.016-2
perl-text-bibtex 0.85-7
perl-text-csv 2.00-2
perl-text-glob 0.11-8
perl-text-roman 3.5-8
perl-tie-cycle 1.225-6
perl-timedate 2.33-3
perl-try-tiny 0.31-1
perl-unicode-linebreak 2019.001-4
perl-uri 5.10-1
perl-variable-magic 0.62-6
perl-www-robotrules 6.02-9
perl-xml-libxml 2.0207-2
perl-xml-libxml-simple 0.99-5
perl-xml-libxslt 1.99-3
perl-xml-namespacesupport 1.12-4
perl-xml-parser 2.46-3
perl-xml-sax 1.02-1
perl-xml-sax-base 1.09-4
perl-xml-writer 0.625-7
phonon-qt5 4.11.1-2
phonon-qt5-gstreamer 4.10.0-2
picmi 21.12.1-1
picom-ibhagwan-git 1578_Next.297.gc4107bb_2021.11.03-1
pim-data-exporter 21.12.1-1
pim-sieve-editor 21.12.1-1
pimcommon 21.12.1-1
pinentry 1.2.0-1
pipewire 1:0.3.43-1
pixman 0.40.0-1
pkgconf 1.8.0-1
plasma-browser-integration 5.23.5-1
plasma-desktop 5.23.5-1
plasma-disks 5.23.5-1
plasma-firewall 5.23.5-1
plasma-framework 5.89.0-1
plasma-integration 5.23.5-1
plasma-meta 5.23-2
plasma-nm 5.23.5-1
plasma-pa 5.23.5-1
plasma-systemmonitor 5.23.5-1
plasma-thunderbolt 5.23.5-1
plasma-vault 5.23.5-1
plasma-workspace 5.23.5-2
plasma-workspace-wallpapers 5.23.5-1
playerctl 2.4.1-1
polkit 0.120-3
polkit-kde-agent 5.23.5-1
polkit-qt5 0.114.0-1
polybar 3.5.7-2
poppler 21.11.0-1
poppler-glib 21.11.0-1
poppler-qt5 21.11.0-1
popt 1.18-2
portaudio 1:19.7.0-1
potrace 1.16-2
power-profiles-daemon 0.10.1-1
powerdevil 5.23.5-1
poxml 21.12.1-1
ppp 2.4.9-1
print-manager 21.12.1-1
prison 5.89.0-1
procps-ng 3.3.17-1
protobuf 3.19.2-1
protobuf-c 1.4.0-2
psmisc 23.4-1
pugixml 1.11.4-1
pulseaudio 15.0-1
pulseaudio-alsa 1:1.2.6-2
pulseaudio-bluetooth 15.0-1
pulseaudio-equalizer 15.0-1
pulseaudio-qt 1.3-1
purpose 5.89.0-1
python 3.10.1-2
python-appdirs 1.4.4-6
python-argcomplete 1.12.3-1
python-argh 0.26.2-10
python-arrow 1.2.1-3
python-attrs 21.3.0-1
python-automat 20.2.0-8
python-aws-lambda-builders 1.10.0-1
python-babel 2.9.1-3
python-bcrypt 3.2.0-5
python-binaryornot 0.4.4-6
python-cachecontrol 1:0.12.6-4
python-cairo 1.20.1-3
python-cffi 1.15.0-3
python-chardet 4.0.0-5
python-chevron 0.14.0-1
python-click 8.0.3-3
python-colorama 0.4.4-6
python-constantly 15.1.0-11
python-contextlib2 0.6.0.post1-6
python-cookiecutter 1.7.3-3
python-cryptography 36.0.1-1
python-dateparser 1.1.0-2
python-dateutil 2.8.2-4
python-distlib 0.3.4-1
python-distro 1.6.0-4
python-dnspython 1:2.1.0-3
python-docker 5.0.3-3
python-docker-pycreds 0.4.0-9
python-docopt 0.6.2-11
python-docutils 1:0.16-2
python-flask 2.0.2-3
python-gobject 3.42.0-3
python-html5lib 1.1-11
python-hyperlink 21.0.0-4
python-idna 3.3-3
python-imagesize 1.3.0-3
python-importlib-metadata 4.8.1-3
python-incremental 21.3.0-5
python-itsdangerous 2.0.1-3
python-jinja 3.0.3-3
python-jinja-time 0.2.0-7
python-markdown 3.3.6-3
python-markupsafe 2.0.1-3
python-more-itertools 8.10.0-4
python-msgpack 1.0.3-1
python-ordered-set 4.0.2-6
python-packaging 20.9-7
python-paramiko 2.9.1-1
python-pathtools 0.1.2-11
python-pep517 0.12.0-4
python-pillow 9.0.0-1
python-pip 20.3.4-4
python-ply 3.11-10
python-poyo 0.5.0-6
python-progress 1.6-5
python-pyasn1 0.4.8-7
python-pycparser 2.21-3
python-pygments 2.11.2-1
python-pynacl 1.4.0-5
python-pyopenssl 21.0.0-5
python-pyparsing 2.4.7-6
python-pyqt5 5.15.6-6
python-pyqt5-sip 12.9.0-3
python-pyqt5-webengine 5.15.5-3
python-pytz 2021.3-4
python-pytz-deprecation-shim 0.1.0.post0-3
python-regex 2021.11.10-3
python-requests 2.26.0-5
python-resolvelib 0.5.5-4
python-retrying 1.3.3-13
python-rsa 4.8-3
python-ruamel-yaml 0.17.18-1
python-ruamel.yaml.clib 0.2.6-3
python-setuptools 1:59.1.0-1
python-shtab 1.5.3-1
python-six 1.16.0-5
python-slugify 5.0.2-3
python-snowballstemmer 2.2.0-3
python-sphinx 4.3.2-1
python-sphinx-alabaster-theme 0.7.12-9
python-sphinxcontrib-applehelp 1.0.2-8
python-sphinxcontrib-devhelp 1.0.2-8
python-sphinxcontrib-htmlhelp 2.0.0-3
python-sphinxcontrib-jsmath 1.0.1-11
python-sphinxcontrib-qthelp 1.0.3-8
python-sphinxcontrib-serializinghtml 1.1.5-3
python-termcolor 1.1.0-12
python-text-unidecode 1.3-8
python-toml 0.10.2-7
python-tomli 1.2.3-1
python-tomlkit 0.8.0-1
python-twisted 21.7.0-4
python-typing_extensions 4.0.1-1
python-tzdata 2021.5-3
python-tzlocal 4.0.1-3
python-urllib3 1.26.7-5
python-watchdog 0.10.7-3
python-webencodings 0.5.1-9
python-websocket-client 0.59.0-3
python-werkzeug 2.0.2-3
python-wheel 0.37.1-1
python-wxpython 1:4.0.7.2-3
python-xlib 0.31-3
python-yaml 5.4.1.1-4
python-zipp 3.6.0-3
python-zope-interface 5.4.0-4
qca-qt5 2.3.4-1
qgpgme 1.16.0-3
qhull 2020.2-4
qqc2-desktop-style 5.89.0-1
qrencode 4.1.1-1
qt-gstreamer 1.2.0-4
qt5-base 5.15.2+kde+r276-1
qt5-declarative 5.15.2+kde+r42-1
qt5-graphicaleffects 5.15.2-1
qt5-location 5.15.2-4
qt5-multimedia 5.15.2-1
qt5-networkauth 5.15.2-1
qt5-quickcontrols 5.15.2-1
qt5-quickcontrols2 5.15.2+kde+r9-1
qt5-script 5.15.8-2
qt5-sensors 5.15.2-1
qt5-speech 5.15.2-1
qt5-svg 5.15.2+kde+r15-1
qt5-tools 5.15.2+kde+r17-4
qt5-translations 5.15.2+kde+r20-2
qt5-wayland 5.15.2+kde+r38-1
qt5-webchannel 5.15.2+kde+r5-1
qt5-webengine 5.15.8-1
qt5-webkit 5.212.0alpha4-11
qt5-x11extras 5.15.2-1
qt5-xmlpatterns 5.15.2-1
qtkeychain-qt5 0.13.2-1
qutebrowser 2.4.0-2
ranger 1.9.3-4
raptor 2.0.15-17
rav1e 0.4.1-1
re2 1:20211101-1
readline 8.1.001-1
rest 0.8.1-3
rhash 1.4.2-1
ripgrep 13.0.0-2
rocs 21.12.1-1
rofi 1.7.2-1
rtkit 0.13-1
rtmpdump 1:2.4.r96.fa8646d-6
rubberband 2.0.0-1
ruby 3.0.3-1
ruby-bundler 2.2.26-1
ruby-git 1.9.1-3
ruby-inifile 3.0.0-2
ruby-irb 1.3.6-1
ruby-minitar 0.9-3
ruby-minitest 5.14.3-3
ruby-power_assert 2.0.0-1
ruby-rake 13.0.6-1
ruby-rchardet 1.8.0-2
ruby-rdoc 6.3.1-1
ruby-reline 0.2.5-1
ruby-test-unit 3.4.1-2
ruby-thor 1.1.0-2
ruby-yard 0.9.26-2
rubygems 3.2.29-1
run-parts 5.5-1
runc 1.0.3-1
rustup 1.24.3-2
samba 4.15.3-2
sane 1.0.32-3
sbc 1.5-2
screen 4.8.0-3
sddm 0.19.0-7
sddm-kcm 5.23.5-1
sdl2 2.0.18-3
sed 4.8-1
semver 7.3.5-2
serd 0.30.10-1
serf 1.3.9-5
shaderc 2021.3-1
shadow 4.8.1-4
shared-color-targets 0.1.7-3
shared-mime-info 2.0+115+gd74a913-1
signon-kwallet-extension 21.12.1-1
signon-plugin-oauth2 0.25-1
signon-ui 0.17+20171022-2
signond 8.60-3
skanlite 21.12.1-1
slang 2.3.2-2
smartmontools 7.2-1
smbclient 4.15.3-2
snappy 1.1.9-2
socat 1.7.4.1-1
solarized-sddm-theme 0.1.8-1
solid 5.89.0-1
sonnet 5.89.0-1
sord 0.16.8-1
sound-theme-freedesktop 0.8-4
soundtouch 2.3.0-1
source-highlight 3.1.9-7
spandsp 0.0.6-3
spectacle 21.12.1-1
speex 1.2.0-3
speexdsp 1.2.0-2
spglib 1.16.3-1
spicetify-cli 2.8.3-1
spicetify-themes-git r283.1d9ef39-1
spirv-tools 2021.3-1
spotify 1:1.1.72.439-3
spotify-adblock-git 1:1.0.0.r7.g1388c2d-1
spotify-tui 0.25.0-1
spotifyd 0.3.3-1
sqlite 3.37.1-1
sratom 0.6.8-3
srt 1.4.4-1
startup-notification 0.12-7
step 21.12.1-1
stlink 1.7.0-1
subversion 1.14.1-5
sudo 1.9.8.p2-3
svgpart 21.12.1-1
svt-av1 0.8.7-1
svt-hevc 1.5.1-1
sweeper 21.12.1-1
swig 4.0.2-5
sxhkd-git 187.fe241b0-1
sxiv 26-1
syndication 5.89.0-1
syntax-highlighting 5.89.0-1
sysfsutils 2.1.1-1
systemd 250.1-1
systemd-libs 250.1-1
systemd-sysvcompat 250.1-1
systemsettings 5.23.5-1
t1lib 5.1.2-8
taglib 1.12-1
talloc 2.3.3-3
tar 1.34-1
tbb 2021.5.0-1
tcl 8.6.12-3
tdb 1.4.5-3
tdrop-git 0.4.0.r5.g1ad803b-1
telepathy-accounts-signon 2.1-2
telepathy-farstream 0.6.2-7
telepathy-glib 0.24.2-2
telepathy-kde-accounts-kcm 21.12.1-1
telepathy-kde-approver 21.12.1-1
telepathy-kde-auth-handler 21.12.1-1
telepathy-kde-call-ui 21.12.1-1
telepathy-kde-common-internals 21.12.1-1
telepathy-kde-contact-list 21.12.1-1
telepathy-kde-contact-runner 21.12.1-1
telepathy-kde-desktop-applets 21.12.1-1
telepathy-kde-filetransfer-handler 21.12.1-1
telepathy-kde-integration-module 21.12.1-1
telepathy-kde-meta 21.12-2
telepathy-kde-send-file 21.12.1-1
telepathy-kde-text-ui 21.12.1-1
telepathy-logger 0.8.2-5
telepathy-logger-qt 17.09.0-1
telepathy-mission-control 5.16.6-1
telepathy-qt 0.9.8-2
tevent 1:0.11.0-3
texinfo 6.8-2
texlive-bibtexextra 2021.61406-1
texlive-bin 2021.59745-1
texlive-core 2021.61403-1
texlive-fontsextra 2021.61408-1
texlive-latexextra 2021.61405-1
texlive-science 2021.61383-1
thin-provisioning-tools 0.9.0-1
threadweaver 5.89.0-1
thunar 4.16.10-1
tk 8.6.12-1
tldr 3.0.0-1
tmux 3.2_a-1
tpm2-tss 3.1.0-1
tracker3 3.2.1-2
tree 1.8.0-2
tree-sitter 0.20.2-1
tslib 1.22-1
ttf-hack 3.003-3
ttf-twemoji-color 13.1.0-1
twolame 0.4.0-2
tzdata 2021e-1
uchardet 0.0.7-1
udisks2 2.9.4-1
ueberzug 18.1.9-3
umbrello 21.12.1-1
unibilium 2.1.1-1
unzip 6.0-16
upower 0.99.13-1
usbmuxd 1.1.1-1
uthash 2.3.0-1
util-linux 2.37.2-5
util-linux-libs 2.37.2-5
v4l-utils 1.22.1-1
vid.stab 1.1-3
vlc 3.0.16-6
vmaf 1.5.3-1
volnoti 0.1-7
volume_key 0.3.12-7
vtk 9.1.0-9
vulkan-icd-loader 1.2.202-1
vulkan-tools 1.2.199-1
wavpack 5.4.0-1
wayland 1.20.0-1
wayland-protocols 1.24-1
wayland-utils 1.0.0-2
webkit2gtk 2.34.3-1
webrtc-audio-processing 0.3.1-3
wget 1.21.2-1
which 2.21-5
wildmidi 0.4.4-1
wireless_tools 30.pre9-3
wireplumber 0.4.6-1
wmctrl 1.07-6
woff2 1.0.2-3
wpa_supplicant 2:2.9-8
wpebackend-fdo 1.12.0-1
wxgtk-common 3.0.5.1-3
wxgtk3 3.0.5.1-3
x264 3:0.163.r3060.5db6aa6-1
x265 3.5-1
xapian-core 1:1.4.18-1
xbindkeys 1.8.7-2
xcb-proto 1.14.1-5
xcb-util 0.4.0-3
xcb-util-cursor 0.1.3-3
xcb-util-image 0.4.0-3
xcb-util-keysyms 0.4.0-3
xcb-util-renderutil 0.3.9-3
xcb-util-wm 0.4.1-3
xcb-util-xrm 1.3-2
xclip 0.13-3
xdg-dbus-proxy 0.1.2-3
xdg-desktop-portal-kde 5.23.5-1
xdg-user-dirs 0.17-3
xdg-utils 1.1.3+19+g9816ebb-1
xdotool 3.20211022.1-1
xerces-c 3.2.3-5
xf86-input-libinput 1.2.0-2
xf86-video-vesa 2.5.0-2
xfconf 4.16.0-2
xfsprogs 5.14.2-1
xkeyboard-config 2.34-1
xmlsec 1.2.33-1
xorg-bdftopcf 1.1-2
xorg-docs 1.7.1-3
xorg-font-util 1.3.2-2
xorg-fonts-100dpi 1.0.3-7
xorg-fonts-75dpi 1.0.3-7
xorg-fonts-alias-100dpi 1.0.4-1
xorg-fonts-alias-75dpi 1.0.4-1
xorg-fonts-encodings 1.0.5-2
xorg-iceauth 1.0.8-2
xorg-mkfontscale 1.2.1-2
xorg-server 21.1.3-1
xorg-server-common 21.1.3-1
xorg-server-devel 21.1.3-1
xorg-server-xephyr 21.1.3-1
xorg-server-xnest 21.1.3-1
xorg-server-xvfb 21.1.3-1
xorg-sessreg 1.1.2-2
xorg-setxkbmap 1.3.2-2
xorg-smproxy 1.0.6-3
xorg-util-macros 1.19.3-1
xorg-x11perf 1.6.1-2
xorg-xauth 1.1.1-1
xorg-xbacklight 1.2.3-2
xorg-xcmsdb 1.0.5-3
xorg-xcursorgen 1.0.7-2
xorg-xdpyinfo 1.3.2-4
xorg-xdriinfo 1.0.6-2
xorg-xev 1.2.4-1
xorg-xgamma 1.0.6-3
xorg-xhost 1.0.8-2
xorg-xinit 1.4.1-3
xorg-xinput 1.6.3-2
xorg-xkbcomp 1.4.5-1
xorg-xkbevd 1.1.4-3
xorg-xkbutils 1.0.4-4
xorg-xkill 1.0.5-2
xorg-xlsatoms 1.1.3-2
xorg-xlsclients 1.1.4-2
xorg-xmessage 1.0.5-2
xorg-xmodmap 1.0.10-2
xorg-xpr 1.0.5-2
xorg-xprop 1.2.5-1
xorg-xrandr 1.5.1-2
xorg-xrdb 1.2.1-1
xorg-xrefresh 1.0.6-2
xorg-xset 1.2.4-2
xorg-xsetroot 1.1.2-2
xorg-xvinfo 1.1.4-2
xorg-xwayland 21.1.4-1
xorg-xwd 1.0.8-1
xorg-xwininfo 1.1.5-2
xorg-xwud 1.0.5-2
xorgproto 2021.5-1
xvidcore 1.3.7-2
xz 5.2.5-2
yadm 3.1.1-2
yajl 2.1.0-5
yakuake 21.12.1-1
yay 11.0.2-1
youtube-dl 2021.12.17-1
zanshin 21.12.1-1
zathura 0.4.8-1
zathura-pdf-mupdf 0.3.7-1
zbar 0.23.1-9
zeroconf-ioslave 21.12.1-1
zeromq 4.3.4-2
zimg 3.0.3-1
zip 3.0-9
zita-alsa-pcmi 0.4.0-1
zita-resampler 1.8.0-1
zlib 1:1.2.11-5
zoxide 0.8.0-1
zsh 5.8-1
zsh-syntax-highlighting 0.7.1-1
zsh-theme-powerlevel10k-git r3955.6520323-1
zstd 1.5.1-2
zvbi 0.2.35-4
zxing-cpp 1.2.0-1
zziplib 0.13.72-1
